id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
6661,Male,Loyal Customer,40,Personal Travel,Business,438,4,4,2,1,5,5,4,5,5,2,5,5,5,4,4,0,neutral or dissatisfied
46616,Female,Loyal Customer,33,Business travel,Eco,125,5,3,3,3,5,4,5,5,3,4,4,3,4,5,25,16,neutral or dissatisfied
127746,Male,Loyal Customer,35,Business travel,Eco,601,2,2,2,2,2,2,2,2,2,5,4,2,3,2,7,10,neutral or dissatisfied
117515,Male,Loyal Customer,63,Business travel,Eco Plus,107,5,5,5,5,5,5,5,5,3,2,1,1,1,5,1,0,satisfied
124199,Female,Loyal Customer,39,Business travel,Business,2176,3,3,3,3,4,4,4,5,5,5,5,3,5,3,13,0,satisfied
129376,Female,disloyal Customer,27,Business travel,Business,2454,3,3,3,3,2,3,2,2,4,5,3,3,5,2,0,0,neutral or dissatisfied
111785,Male,disloyal Customer,37,Business travel,Eco,120,2,4,2,4,4,2,4,4,2,3,4,4,4,4,51,38,neutral or dissatisfied
90581,Male,Loyal Customer,50,Business travel,Business,2779,3,3,3,3,2,4,4,5,5,5,5,4,5,5,0,0,satisfied
101975,Male,Loyal Customer,58,Personal Travel,Eco,628,2,4,2,3,5,2,5,5,4,2,4,4,4,5,17,5,neutral or dissatisfied
110730,Female,Loyal Customer,49,Business travel,Business,2269,5,5,2,5,2,5,5,5,5,5,5,5,5,3,20,29,satisfied
64069,Female,Loyal Customer,36,Business travel,Eco,519,5,2,2,2,5,5,5,5,3,2,3,5,3,5,34,41,satisfied
75051,Female,disloyal Customer,26,Business travel,Eco,1457,2,2,2,3,3,2,3,3,2,5,3,1,3,3,0,20,neutral or dissatisfied
101059,Male,disloyal Customer,26,Business travel,Business,368,3,4,2,2,2,2,1,2,3,5,5,5,5,2,4,0,neutral or dissatisfied
11293,Female,Loyal Customer,58,Personal Travel,Eco,247,3,5,3,3,3,5,5,2,2,3,2,5,2,3,110,112,neutral or dissatisfied
52773,Female,Loyal Customer,19,Business travel,Business,1874,5,5,5,5,4,4,4,4,3,1,4,5,1,4,2,19,satisfied
3499,Male,Loyal Customer,69,Personal Travel,Eco,1080,2,4,2,3,3,2,3,3,3,3,4,3,4,3,0,9,neutral or dissatisfied
82445,Female,disloyal Customer,28,Business travel,Business,502,4,4,4,3,5,4,5,5,4,3,5,3,5,5,0,0,neutral or dissatisfied
56553,Male,Loyal Customer,44,Business travel,Business,2431,4,4,4,4,4,4,5,2,2,2,2,3,2,4,0,1,satisfied
112062,Male,disloyal Customer,49,Business travel,Eco,1754,3,3,3,3,4,3,5,4,1,4,3,4,4,4,33,28,neutral or dissatisfied
104635,Male,Loyal Customer,53,Personal Travel,Eco,861,2,5,2,3,2,2,2,2,5,2,5,4,4,2,0,0,neutral or dissatisfied
45061,Male,Loyal Customer,37,Business travel,Business,3210,1,1,1,1,1,3,1,4,4,4,4,5,4,1,0,0,satisfied
35387,Female,Loyal Customer,53,Business travel,Business,635,2,2,2,2,5,5,5,1,1,2,3,5,3,5,150,156,satisfied
62503,Male,Loyal Customer,55,Business travel,Business,1744,2,2,4,2,5,4,4,4,4,4,4,4,4,5,0,11,satisfied
68731,Male,Loyal Customer,30,Personal Travel,Eco Plus,237,1,1,1,2,4,1,5,4,1,4,3,4,3,4,0,0,neutral or dissatisfied
97845,Male,Loyal Customer,43,Personal Travel,Eco,395,3,3,3,3,1,3,1,1,5,3,3,3,3,1,1,0,neutral or dissatisfied
4844,Female,Loyal Customer,52,Business travel,Business,408,5,5,1,5,4,4,5,3,3,3,3,3,3,3,0,0,satisfied
110663,Male,Loyal Customer,32,Business travel,Business,829,2,2,3,2,2,2,2,2,3,2,4,1,4,2,54,49,neutral or dissatisfied
69545,Female,disloyal Customer,28,Business travel,Business,2475,2,2,2,4,2,2,2,4,4,3,4,2,3,2,0,0,neutral or dissatisfied
45050,Female,disloyal Customer,34,Business travel,Eco,265,3,0,3,1,2,3,2,2,5,3,5,2,3,2,0,0,neutral or dissatisfied
53884,Male,Loyal Customer,12,Personal Travel,Eco,191,4,5,4,2,1,4,1,1,4,3,4,3,4,1,2,0,satisfied
26471,Female,Loyal Customer,51,Personal Travel,Eco,925,4,2,3,3,3,2,2,1,1,3,1,3,1,3,5,17,neutral or dissatisfied
13793,Female,Loyal Customer,18,Business travel,Eco Plus,878,0,5,0,4,4,0,4,4,1,2,3,1,2,4,20,20,satisfied
89908,Female,Loyal Customer,39,Business travel,Eco,1501,2,5,5,5,2,2,2,2,2,3,3,1,4,2,3,8,neutral or dissatisfied
45375,Female,Loyal Customer,38,Business travel,Eco Plus,188,5,2,2,2,5,5,5,5,5,4,3,2,1,5,20,17,satisfied
119964,Male,Loyal Customer,50,Personal Travel,Eco,868,3,5,3,4,2,3,2,2,2,3,1,3,1,2,0,3,neutral or dissatisfied
32733,Female,Loyal Customer,47,Business travel,Business,2701,2,2,2,2,2,4,4,3,3,3,2,4,3,3,0,0,neutral or dissatisfied
9993,Male,Loyal Customer,12,Personal Travel,Eco,508,3,5,3,3,2,3,2,2,5,2,4,4,4,2,23,20,neutral or dissatisfied
46579,Male,Loyal Customer,28,Business travel,Business,141,1,4,4,4,4,4,1,4,3,4,4,2,3,4,0,0,neutral or dissatisfied
95895,Male,Loyal Customer,28,Personal Travel,Eco,580,3,4,3,4,3,3,3,3,1,4,4,2,3,3,56,49,neutral or dissatisfied
16885,Male,Loyal Customer,22,Business travel,Business,708,2,2,2,2,5,5,5,5,2,2,5,4,3,5,0,0,satisfied
32707,Female,Loyal Customer,43,Business travel,Business,2115,4,4,4,4,2,2,4,5,5,5,5,4,5,1,0,0,satisfied
66510,Male,Loyal Customer,13,Personal Travel,Eco,447,1,5,1,3,3,1,2,3,3,3,5,5,4,3,0,0,neutral or dissatisfied
27878,Male,Loyal Customer,17,Business travel,Eco Plus,680,4,1,1,1,4,4,3,4,2,1,3,4,3,4,15,8,neutral or dissatisfied
3443,Male,Loyal Customer,64,Personal Travel,Eco,296,3,4,3,1,1,3,1,1,4,2,4,3,5,1,0,0,neutral or dissatisfied
118458,Female,disloyal Customer,43,Business travel,Business,370,2,2,2,4,3,2,3,3,4,3,4,5,4,3,26,32,neutral or dissatisfied
17997,Male,Loyal Customer,29,Business travel,Business,3801,2,2,3,2,4,4,4,4,2,3,5,4,2,4,0,0,satisfied
45118,Female,Loyal Customer,69,Personal Travel,Eco,157,1,5,1,2,3,5,5,3,3,1,3,5,3,4,4,8,neutral or dissatisfied
97741,Male,Loyal Customer,40,Business travel,Business,587,1,1,1,1,2,5,4,4,4,4,4,5,4,3,0,6,satisfied
60331,Male,Loyal Customer,38,Business travel,Business,3422,2,5,5,5,4,3,4,2,2,2,2,2,2,2,0,10,neutral or dissatisfied
54211,Male,Loyal Customer,29,Business travel,Eco Plus,1400,5,2,2,2,5,5,5,5,4,2,2,5,2,5,0,0,satisfied
45667,Female,Loyal Customer,12,Personal Travel,Eco Plus,260,1,3,1,3,4,1,4,4,3,1,2,1,5,4,0,3,neutral or dissatisfied
51473,Female,Loyal Customer,51,Business travel,Business,2423,4,4,4,4,3,4,4,4,4,4,4,4,4,5,0,6,satisfied
99984,Female,Loyal Customer,49,Personal Travel,Business,281,3,4,3,3,4,4,4,3,3,3,3,5,3,5,76,80,neutral or dissatisfied
64765,Female,disloyal Customer,36,Business travel,Eco,247,2,1,2,3,1,2,1,1,4,1,3,1,2,1,16,6,neutral or dissatisfied
38213,Female,Loyal Customer,23,Business travel,Eco Plus,1197,4,5,5,5,4,4,5,4,3,2,1,5,2,4,0,0,satisfied
10976,Female,Loyal Customer,43,Business travel,Eco,201,2,3,3,3,4,3,4,1,1,2,1,1,1,1,24,26,neutral or dissatisfied
90409,Male,Loyal Customer,40,Business travel,Business,646,5,5,5,5,5,4,4,4,4,4,4,5,4,3,0,0,satisfied
94283,Male,Loyal Customer,32,Business travel,Business,2220,4,4,4,4,4,4,4,4,4,4,4,5,4,4,0,0,satisfied
104629,Male,Loyal Customer,55,Business travel,Eco,861,1,1,1,1,2,1,2,2,3,3,4,4,3,2,0,0,neutral or dissatisfied
83667,Male,Loyal Customer,27,Business travel,Business,2718,3,2,2,2,3,3,3,3,3,2,3,2,3,3,69,77,neutral or dissatisfied
113855,Female,Loyal Customer,61,Business travel,Business,1334,2,2,2,2,2,4,4,4,4,4,4,3,4,3,0,0,satisfied
1530,Female,Loyal Customer,40,Business travel,Business,3894,2,3,3,3,4,3,4,2,2,1,2,4,2,3,0,0,neutral or dissatisfied
38475,Male,disloyal Customer,35,Business travel,Eco,846,1,2,2,3,5,2,5,5,3,3,4,2,4,5,27,27,neutral or dissatisfied
102683,Female,Loyal Customer,42,Business travel,Business,1602,4,4,4,4,3,5,5,4,4,4,4,4,4,4,0,0,satisfied
116485,Female,Loyal Customer,8,Personal Travel,Eco,296,4,5,5,2,4,5,2,4,3,2,5,3,5,4,16,14,neutral or dissatisfied
61687,Male,Loyal Customer,59,Business travel,Business,1635,5,1,5,5,4,4,5,4,4,4,4,5,4,4,0,0,satisfied
124597,Female,Loyal Customer,40,Personal Travel,Eco,500,2,4,2,2,5,2,5,5,4,4,5,5,5,5,0,0,neutral or dissatisfied
7670,Female,disloyal Customer,34,Business travel,Business,641,1,2,2,3,5,2,1,5,3,4,4,3,4,5,4,0,neutral or dissatisfied
114529,Female,Loyal Customer,62,Personal Travel,Business,325,3,5,3,1,1,1,3,4,4,3,4,3,4,3,0,0,neutral or dissatisfied
38127,Male,Loyal Customer,41,Business travel,Business,3108,1,1,1,1,1,4,4,5,5,4,5,1,5,5,0,0,satisfied
46553,Male,Loyal Customer,33,Business travel,Eco,196,0,0,0,3,5,0,5,5,4,4,4,2,4,5,6,0,satisfied
20660,Female,Loyal Customer,51,Business travel,Eco,522,4,1,1,1,4,4,4,3,5,5,3,4,1,4,218,210,satisfied
23087,Male,Loyal Customer,56,Personal Travel,Eco,864,2,5,2,1,5,2,5,5,4,3,5,5,5,5,0,0,neutral or dissatisfied
58233,Male,Loyal Customer,40,Personal Travel,Eco,925,2,4,2,3,2,2,2,2,5,5,4,3,5,2,16,0,neutral or dissatisfied
94684,Male,disloyal Customer,59,Business travel,Eco,239,2,1,2,3,3,2,3,3,3,3,2,3,3,3,0,0,neutral or dissatisfied
103987,Female,Loyal Customer,60,Business travel,Business,1334,5,5,5,5,3,5,4,5,5,5,5,4,5,3,0,0,satisfied
66927,Female,Loyal Customer,18,Business travel,Business,3410,4,1,4,4,5,5,5,5,3,4,4,5,5,5,0,0,satisfied
41771,Male,Loyal Customer,18,Personal Travel,Eco,872,1,5,1,4,3,1,3,3,3,2,4,3,4,3,0,4,neutral or dissatisfied
70147,Male,Loyal Customer,56,Personal Travel,Eco,550,3,5,3,2,5,3,5,5,2,1,4,1,1,5,0,0,neutral or dissatisfied
117586,Female,Loyal Customer,31,Business travel,Business,3507,5,5,5,5,5,5,5,5,3,5,4,3,5,5,11,0,satisfied
88894,Male,Loyal Customer,53,Business travel,Business,859,2,2,2,2,4,4,4,4,4,4,4,3,4,5,0,0,satisfied
68158,Female,Loyal Customer,40,Business travel,Business,2988,4,4,4,4,2,4,4,4,4,4,4,3,4,5,7,57,satisfied
109892,Female,Loyal Customer,23,Business travel,Business,1762,5,5,5,5,4,4,4,4,4,2,3,1,1,4,69,55,satisfied
28382,Male,disloyal Customer,22,Business travel,Eco,763,3,3,3,3,1,3,1,1,2,1,3,3,3,1,0,0,neutral or dissatisfied
40459,Female,disloyal Customer,37,Business travel,Eco,188,1,0,1,3,4,1,4,4,4,4,3,2,3,4,32,18,neutral or dissatisfied
12162,Male,Loyal Customer,56,Business travel,Eco,1214,3,4,2,4,3,3,3,3,3,5,2,4,2,3,22,4,neutral or dissatisfied
110299,Female,Loyal Customer,52,Business travel,Business,3389,2,2,2,2,5,4,4,2,2,2,2,5,2,4,42,21,satisfied
35285,Female,disloyal Customer,23,Business travel,Eco,1056,3,3,3,2,3,3,3,3,2,3,5,4,1,3,0,22,neutral or dissatisfied
24078,Male,Loyal Customer,42,Personal Travel,Eco,866,3,2,3,4,5,3,3,5,3,4,4,1,4,5,0,0,neutral or dissatisfied
82556,Male,Loyal Customer,50,Personal Travel,Business,528,3,5,3,2,4,5,5,2,2,3,2,4,2,4,0,0,neutral or dissatisfied
15048,Male,Loyal Customer,41,Business travel,Eco,604,1,3,3,3,1,1,1,1,3,5,4,4,3,1,25,20,neutral or dissatisfied
80450,Male,disloyal Customer,26,Business travel,Business,1299,4,4,4,4,5,4,2,5,3,1,4,2,4,5,0,0,neutral or dissatisfied
111695,Female,Loyal Customer,50,Business travel,Business,1910,2,2,2,2,2,5,5,5,5,5,5,5,5,4,25,9,satisfied
124458,Male,Loyal Customer,29,Business travel,Business,980,4,4,2,4,5,5,5,5,3,2,5,4,4,5,0,0,satisfied
95815,Female,disloyal Customer,37,Business travel,Business,1428,2,2,2,3,1,2,1,1,4,4,4,5,4,1,85,0,neutral or dissatisfied
6080,Female,Loyal Customer,41,Business travel,Business,2473,4,4,4,4,5,5,4,4,4,5,4,3,4,5,0,4,satisfied
123686,Female,disloyal Customer,38,Business travel,Eco,214,4,0,3,1,4,3,4,4,2,3,1,1,3,4,0,0,satisfied
76260,Male,Loyal Customer,60,Personal Travel,Eco Plus,1399,5,4,5,3,4,5,4,4,1,3,3,1,4,4,0,0,satisfied
33438,Female,Loyal Customer,57,Business travel,Business,2655,4,2,2,2,3,3,4,4,4,4,4,4,4,4,0,0,neutral or dissatisfied
53384,Male,Loyal Customer,66,Personal Travel,Eco,1452,4,4,4,3,3,4,1,3,3,1,5,1,4,3,0,0,neutral or dissatisfied
40368,Female,Loyal Customer,36,Business travel,Eco,1250,5,3,3,3,5,5,5,5,2,3,4,2,2,5,11,0,satisfied
54026,Male,Loyal Customer,44,Personal Travel,Eco,1091,3,2,3,4,2,3,1,2,3,3,4,1,4,2,0,0,neutral or dissatisfied
15692,Male,Loyal Customer,39,Personal Travel,Eco,335,1,4,1,3,2,1,3,2,3,5,5,5,5,2,0,0,neutral or dissatisfied
124643,Male,disloyal Customer,43,Business travel,Business,399,1,2,2,2,4,1,4,4,4,5,5,3,4,4,35,30,neutral or dissatisfied
23997,Male,Loyal Customer,43,Business travel,Eco,562,4,3,3,3,4,4,4,4,4,1,3,4,4,4,0,0,satisfied
119152,Male,Loyal Customer,51,Business travel,Business,3374,2,2,2,2,3,4,4,5,5,5,5,4,5,3,0,11,satisfied
66720,Female,Loyal Customer,57,Personal Travel,Eco,802,3,5,3,3,5,4,5,4,4,3,4,3,4,3,54,115,neutral or dissatisfied
88365,Female,Loyal Customer,32,Business travel,Business,3012,2,2,2,2,4,4,4,4,3,4,4,4,4,4,0,0,satisfied
47567,Female,Loyal Customer,19,Personal Travel,Eco Plus,588,3,4,3,1,5,3,5,5,5,5,4,4,5,5,0,0,neutral or dissatisfied
80712,Female,Loyal Customer,33,Business travel,Business,920,3,3,5,3,2,5,4,1,1,2,1,3,1,3,0,5,satisfied
69974,Male,Loyal Customer,39,Business travel,Business,3637,3,3,3,3,2,4,4,4,4,4,4,5,4,5,0,0,satisfied
40410,Female,Loyal Customer,43,Business travel,Business,2920,4,4,3,4,5,2,2,5,5,5,4,1,5,5,0,0,satisfied
44041,Male,Loyal Customer,45,Business travel,Eco,287,1,4,3,3,1,1,1,1,2,4,3,4,4,1,0,0,neutral or dissatisfied
118953,Female,Loyal Customer,44,Business travel,Business,3384,2,2,2,2,4,4,5,5,5,5,5,4,5,3,0,0,satisfied
5028,Male,Loyal Customer,37,Business travel,Business,3236,2,3,4,3,1,3,3,2,2,2,2,1,2,4,93,102,neutral or dissatisfied
100619,Female,disloyal Customer,27,Business travel,Eco,1121,4,4,4,2,4,4,4,4,5,2,4,2,4,4,17,3,neutral or dissatisfied
9408,Female,disloyal Customer,44,Business travel,Business,1136,4,4,4,5,3,4,3,3,5,5,5,3,5,3,0,6,satisfied
107344,Female,disloyal Customer,23,Business travel,Business,632,4,5,3,4,3,3,4,3,4,4,5,4,4,3,24,19,satisfied
100522,Male,Loyal Customer,22,Personal Travel,Eco,580,0,4,0,4,4,0,4,4,3,4,4,5,4,4,2,0,satisfied
26677,Male,Loyal Customer,48,Personal Travel,Eco,404,2,4,2,2,1,2,1,1,3,4,5,5,4,1,0,0,neutral or dissatisfied
75747,Male,disloyal Customer,20,Business travel,Eco,468,3,2,3,4,3,3,3,3,4,1,3,4,3,3,9,7,neutral or dissatisfied
89219,Female,Loyal Customer,17,Personal Travel,Eco,1892,1,1,1,2,1,1,2,1,2,4,2,2,3,1,0,0,neutral or dissatisfied
16528,Female,Loyal Customer,41,Business travel,Eco,209,3,4,4,4,4,3,4,4,3,1,3,3,3,4,0,11,neutral or dissatisfied
15836,Male,Loyal Customer,16,Personal Travel,Eco,1148,1,5,1,1,5,1,5,5,3,4,5,4,5,5,0,0,neutral or dissatisfied
61703,Female,Loyal Customer,44,Business travel,Business,1464,1,1,1,1,4,4,4,4,4,5,4,4,4,3,0,0,satisfied
56482,Male,Loyal Customer,41,Personal Travel,Eco,4963,2,4,2,2,2,3,3,4,5,4,3,3,2,3,0,4,neutral or dissatisfied
87571,Female,Loyal Customer,29,Business travel,Business,2855,2,1,1,1,2,2,2,2,2,3,2,3,2,2,0,0,neutral or dissatisfied
23800,Female,Loyal Customer,80,Business travel,Business,2672,2,3,3,3,1,3,3,2,2,2,2,1,2,1,44,123,neutral or dissatisfied
16694,Male,disloyal Customer,38,Business travel,Eco,200,4,5,4,4,4,4,3,4,5,3,3,2,2,4,0,0,satisfied
44735,Female,disloyal Customer,39,Business travel,Eco Plus,67,2,2,2,3,4,2,5,4,5,2,2,1,2,4,0,0,neutral or dissatisfied
102258,Female,disloyal Customer,23,Business travel,Eco,226,2,2,2,2,5,2,5,5,3,4,2,3,3,5,0,0,neutral or dissatisfied
91759,Male,Loyal Customer,59,Business travel,Business,3582,4,4,4,4,3,4,4,5,5,5,5,3,5,3,0,0,satisfied
83005,Male,disloyal Customer,25,Business travel,Eco,1084,5,5,5,3,5,5,2,5,3,5,4,3,5,5,0,0,satisfied
77998,Female,Loyal Customer,61,Business travel,Eco,332,3,1,1,1,4,3,3,3,3,3,3,3,3,2,0,36,neutral or dissatisfied
110243,Female,Loyal Customer,46,Business travel,Business,1024,2,2,5,2,2,5,5,5,5,5,5,5,5,4,18,2,satisfied
17851,Female,disloyal Customer,29,Business travel,Eco,615,4,4,4,4,4,1,1,3,4,3,3,1,1,1,232,208,neutral or dissatisfied
68509,Male,Loyal Customer,54,Business travel,Business,1067,2,2,2,2,3,5,4,5,5,5,5,3,5,4,3,12,satisfied
114851,Male,Loyal Customer,45,Business travel,Business,2689,4,4,4,4,5,4,4,4,2,4,4,4,3,4,252,231,satisfied
85575,Female,Loyal Customer,30,Business travel,Business,2927,2,3,3,3,2,2,2,2,4,5,1,4,2,2,2,8,neutral or dissatisfied
67041,Female,Loyal Customer,46,Business travel,Business,3028,1,1,1,1,5,4,4,4,4,4,4,3,4,4,0,0,satisfied
77889,Female,Loyal Customer,60,Business travel,Business,3670,2,2,2,2,3,5,4,5,5,5,5,4,5,3,0,0,satisfied
12677,Female,Loyal Customer,40,Business travel,Business,851,5,5,5,5,1,5,4,4,4,4,4,4,4,1,18,36,satisfied
64816,Female,disloyal Customer,20,Business travel,Eco,282,5,0,5,1,3,5,3,3,4,2,5,4,4,3,0,0,satisfied
61037,Female,Loyal Customer,31,Personal Travel,Business,1506,1,3,1,3,4,1,5,4,3,1,3,3,3,4,0,0,neutral or dissatisfied
62415,Male,Loyal Customer,25,Business travel,Business,2457,1,1,1,1,5,5,5,4,2,3,4,5,3,5,131,122,satisfied
64148,Male,Loyal Customer,45,Business travel,Business,989,1,1,4,1,5,4,4,4,4,4,4,5,4,3,0,0,satisfied
57468,Female,Loyal Customer,73,Business travel,Eco Plus,334,2,2,2,2,1,3,3,2,2,2,2,3,2,4,0,0,neutral or dissatisfied
35289,Female,Loyal Customer,26,Business travel,Business,2169,1,1,1,1,4,4,4,4,1,4,4,3,3,4,0,0,satisfied
79140,Female,Loyal Customer,23,Business travel,Eco Plus,356,1,2,3,3,1,1,4,1,4,5,4,3,3,1,0,9,neutral or dissatisfied
78958,Male,Loyal Customer,53,Business travel,Business,1592,4,4,4,4,5,4,4,4,4,4,4,4,4,3,0,0,satisfied
557,Female,Loyal Customer,31,Business travel,Business,3594,3,3,3,3,4,4,5,4,5,3,5,3,4,4,15,23,satisfied
79384,Male,Loyal Customer,58,Business travel,Business,502,2,2,2,2,3,4,4,4,4,4,4,5,4,4,14,10,satisfied
87267,Female,Loyal Customer,41,Business travel,Business,2347,5,5,5,5,5,4,5,5,5,5,5,3,5,3,0,0,satisfied
34631,Female,disloyal Customer,36,Business travel,Eco,427,3,0,3,4,3,3,3,3,1,4,1,4,3,3,10,0,neutral or dissatisfied
118896,Male,Loyal Customer,47,Business travel,Eco,587,1,2,1,1,1,1,1,1,1,3,3,4,4,1,35,18,neutral or dissatisfied
122148,Male,Loyal Customer,39,Business travel,Business,3049,1,1,1,1,3,5,4,4,4,4,4,4,4,5,0,0,satisfied
64499,Female,Loyal Customer,42,Business travel,Business,3943,1,3,3,3,2,3,4,2,2,2,1,2,2,2,0,0,neutral or dissatisfied
65396,Male,Loyal Customer,21,Personal Travel,Eco,631,2,3,2,2,3,2,3,3,5,3,3,5,2,3,0,0,neutral or dissatisfied
61539,Female,Loyal Customer,14,Personal Travel,Eco,2358,1,4,1,5,3,1,3,3,4,4,3,3,5,3,0,0,neutral or dissatisfied
11059,Male,Loyal Customer,14,Personal Travel,Eco,140,3,3,3,3,3,3,3,3,2,4,1,2,2,3,29,24,neutral or dissatisfied
84559,Male,Loyal Customer,47,Personal Travel,Eco,2504,1,4,1,1,1,1,1,1,3,1,5,1,5,1,1,0,neutral or dissatisfied
122601,Female,disloyal Customer,45,Business travel,Business,728,4,4,4,5,5,4,5,5,4,3,5,5,4,5,0,0,neutral or dissatisfied
23128,Female,Loyal Customer,53,Business travel,Business,223,5,5,5,5,5,5,5,4,4,4,3,4,4,2,0,0,satisfied
40726,Male,Loyal Customer,32,Business travel,Eco,558,5,2,2,2,5,5,5,5,4,5,4,1,1,5,0,0,satisfied
37201,Female,Loyal Customer,69,Personal Travel,Eco Plus,1288,1,4,1,2,3,4,5,2,2,1,2,4,2,4,32,24,neutral or dissatisfied
23161,Female,Loyal Customer,40,Personal Travel,Eco,300,4,4,4,3,4,4,4,4,3,2,5,3,5,4,24,17,neutral or dissatisfied
102037,Female,Loyal Customer,29,Business travel,Business,1581,5,5,5,5,5,5,5,5,4,2,5,4,4,5,0,0,satisfied
110735,Male,Loyal Customer,57,Business travel,Business,1768,3,3,3,3,4,5,4,3,3,3,3,3,3,3,0,0,satisfied
91154,Male,Loyal Customer,12,Personal Travel,Eco,271,4,0,4,4,3,4,3,3,4,2,2,1,4,3,40,33,neutral or dissatisfied
5270,Female,Loyal Customer,32,Personal Travel,Eco,351,3,4,3,4,4,3,4,4,4,3,4,5,4,4,0,0,neutral or dissatisfied
20833,Male,disloyal Customer,24,Business travel,Eco,508,2,1,2,2,3,2,5,3,4,3,2,4,3,3,0,0,neutral or dissatisfied
24402,Male,Loyal Customer,70,Personal Travel,Business,634,3,4,3,1,5,4,4,2,2,3,2,4,2,3,0,0,neutral or dissatisfied
72652,Female,Loyal Customer,8,Personal Travel,Eco,985,3,5,3,4,1,3,1,1,3,2,5,4,4,1,0,0,neutral or dissatisfied
55304,Male,disloyal Customer,23,Business travel,Eco,949,5,4,4,2,4,4,5,4,4,5,3,5,4,4,37,39,satisfied
55884,Male,Loyal Customer,58,Business travel,Business,3810,3,3,3,3,5,5,5,5,4,4,4,5,5,5,163,160,satisfied
87881,Male,Loyal Customer,13,Personal Travel,Eco Plus,214,2,3,2,3,1,2,1,1,3,4,4,5,4,1,32,18,neutral or dissatisfied
64027,Male,Loyal Customer,51,Business travel,Business,2525,3,3,3,3,2,4,4,4,4,4,4,3,4,3,0,0,satisfied
37792,Male,Loyal Customer,46,Business travel,Eco Plus,944,5,2,5,2,5,5,5,5,1,1,5,5,5,5,0,0,satisfied
17581,Male,Loyal Customer,22,Personal Travel,Eco,1034,2,4,2,2,5,2,5,5,5,2,5,5,5,5,0,0,neutral or dissatisfied
117632,Female,Loyal Customer,12,Personal Travel,Eco,843,3,1,3,3,4,3,4,4,4,3,4,2,3,4,1,0,neutral or dissatisfied
116853,Male,Loyal Customer,48,Business travel,Business,3616,5,5,2,5,2,5,4,3,3,3,3,3,3,3,0,0,satisfied
108578,Male,Loyal Customer,28,Business travel,Business,2684,4,4,4,4,4,4,4,4,5,5,5,4,3,4,148,175,satisfied
67323,Male,Loyal Customer,27,Personal Travel,Eco Plus,1121,2,5,2,4,3,2,3,3,3,4,4,4,4,3,5,0,neutral or dissatisfied
69626,Female,Loyal Customer,50,Personal Travel,Eco Plus,2446,2,5,2,2,2,3,3,3,4,3,5,3,4,3,0,0,neutral or dissatisfied
32401,Female,disloyal Customer,24,Business travel,Eco,101,3,3,3,4,3,3,3,3,4,4,3,1,3,3,0,0,neutral or dissatisfied
79543,Female,Loyal Customer,43,Business travel,Business,762,4,4,4,4,2,4,5,4,4,4,4,4,4,3,0,0,satisfied
123544,Female,Loyal Customer,29,Business travel,Business,1773,2,2,2,2,4,4,4,4,5,2,4,5,4,4,20,0,satisfied
38664,Female,Loyal Customer,20,Personal Travel,Eco,2611,1,4,1,4,3,1,3,3,4,2,5,3,5,3,0,0,neutral or dissatisfied
86989,Male,Loyal Customer,47,Personal Travel,Eco,907,1,4,1,3,1,5,5,3,3,4,5,5,4,5,377,368,neutral or dissatisfied
2165,Female,Loyal Customer,48,Business travel,Business,624,3,3,3,3,4,5,4,4,4,4,4,4,4,3,0,0,satisfied
48127,Male,Loyal Customer,57,Business travel,Business,2002,4,4,4,4,5,5,1,4,4,4,4,1,4,4,0,0,satisfied
10021,Male,Loyal Customer,34,Personal Travel,Eco Plus,534,3,2,3,3,3,3,3,3,4,5,4,1,4,3,120,111,neutral or dissatisfied
113139,Male,Loyal Customer,41,Business travel,Business,2669,2,2,2,2,4,5,4,3,3,3,3,3,3,4,0,0,satisfied
50425,Male,Loyal Customer,37,Business travel,Business,3778,4,3,1,1,1,4,4,4,4,4,4,2,4,1,0,4,neutral or dissatisfied
92715,Female,Loyal Customer,41,Business travel,Business,1276,2,2,2,2,3,4,5,4,4,4,4,5,4,4,0,0,satisfied
10302,Male,Loyal Customer,58,Business travel,Business,216,3,3,3,3,4,4,5,4,4,4,5,5,4,5,11,0,satisfied
88647,Female,Loyal Customer,19,Personal Travel,Eco,240,3,5,3,1,2,3,2,2,4,3,5,4,5,2,0,0,neutral or dissatisfied
7131,Male,Loyal Customer,50,Business travel,Business,1526,2,2,2,2,3,5,5,3,3,4,5,3,3,5,0,22,satisfied
107298,Female,Loyal Customer,15,Personal Travel,Eco,307,2,5,2,3,4,2,5,4,5,5,2,2,2,4,29,27,neutral or dissatisfied
75813,Female,Loyal Customer,48,Personal Travel,Eco Plus,813,2,4,2,4,1,3,4,3,3,2,3,4,3,4,9,9,neutral or dissatisfied
116699,Female,disloyal Customer,20,Business travel,Eco Plus,337,2,1,2,3,2,2,2,2,1,2,2,1,2,2,14,32,neutral or dissatisfied
118373,Female,Loyal Customer,32,Business travel,Business,2387,3,5,5,5,3,3,3,3,2,4,4,4,4,3,0,0,neutral or dissatisfied
